Complaint Text,Category
horrible travel day w your airlines My flight to Birmingham was Cancelled Flightled w no notification so I couldnt get on the,Cancelled Flight
I asked if that was SOP and they said It is now But yet the other flights nothing Is this a policy or not,Customer Service Issue
hrs of traveling and this just welcomes u back home to the US hr layover and I get to watch it going to wrong destination,Lost Luggage
it is really embarrassing when asking for complimentary drinksnack detailed here amp being argued with,Flight Attendant Complaints
I am so disappointed with the service I received with you on my travels to NC these past few days you lost my baggage twice,Lost Luggage
and then you said I could move my Thursday flight for free if I CALL A NUMBER And then you HANG UP ON ME,Customer Service Issue
Are you not even going to acknowledge that you bumped me from a flight NOT BECAUSE OF WEATHER I AM IN ARIZONA,Cancelled Flight
why is it impossible to change buy preferred seats via your app,Flight Booking Problems
why are your customer service department so intent on ignoring my emails and queries badservice usairways,Customer Service Issue
your airway is a joke I have never dealt with worse service,Customer Service Issue
great I just called your fucking phone number and she hung up on me,Customer Service Issue
thats a lie,Lost Luggage
your customer service has a recording that says we are to busy to assist and hangs up Great touch poorservice,Customer Service Issue
your lack of customer service has shined I need you to step up and get my lost baggage to delta So they can return it to me,Lost Luggage
do you operate ANY flights without maintenance issues Flights inout of DCA Cancelled Flighted this is getting old Update fleet pls,Cancelled Flight
And you took away my st class seat Love being a Chairman Preferred and assigned row seat B middle seat,Cancelled Flight
patience is what my connecting flight will need Why do you guys do this to me every time I travel Every Single Time,Late Flight
PLANS CHANGED IS THAT WHAT U CALL NOT BEIN ABLE PARK ON TIME PLANES W A HR LAYOVER N B ABLE MAKE UR CONNECTION seriously,Customer Service Issue
I have a receipt but no conf for a Thur flight When I call for help I was literally hung up on bc of wait times Help,Customer Service Issue
no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded,Customer Service Issue
She was put on hold on that number for a loooooong time too No help lostandforgotten,Customer Service Issue
I have never had a more unpleasant travel experience in my life Now I might not get on my flight till tomorrow This is insane,Late Flight
awesome Doors close in minutes flight leaves in minutes And the plane just got here WTH,Customer Service Issue
ticket counter people here are not helping and just want to charge more money even after this horrible day,Customer Service Issue
HA flight to CTL delayed Going to miss connection Can you please transfer me to another airline asap,Late Flight
on flight to CTL to catch pm flight to sfo But empty seats on flight which wasnt offered Awful service continues,Customer Service Issue
I have to fly back to Charlotte out of a different airport You guys are not very flexible like other airlines,Flight Booking Problems
I checked in Standby for st Class only to find I am not on the list This merger is a pain,Flight Booking Problems
been on hold for minutes Is there a better time to call This is getting ridiculous,Customer Service Issue
Your exchangecredit policies are worthless and shadier than the White House Dissatisfied to the nines right now,Flight Booking Problems
only happened because u couldnt get us home the next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags,Lost Luggage
OFFERING to give up my bag which you usually have to force passengers to do I am in a state of shock,Lost Luggage
thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on,Late Flight
even if I was the single most unreasonable human being on planet earth there is no excuse for his treatment of me,Customer Service Issue
you are supposed to be in the business of belong customers not humiliating them,Customer Service Issue
this is no way to treat women I want someone to contact me and explain how they will make this acceptable,Flight Attendant Complaints
really know how to leave someone stranded after a funeral Props to you guys Really making this the perfect Monday,Late Flight
we had a friend there telling the gate attendant and the stewardess what was going on notourfaultyoudontuseyourgatesright,Flight Attendant Complaints
the jetway because he felt I was disrespectful I have never been treated this way particularly when I was trying to be a good c,Flight Attendant Complaints
with such disrespect I cannot even begin to explain He has an issue with women and he literally yelled at me and pulled me off,Flight Attendant Complaints
what happens if it isnt located,Lost Luggage
I want to speak with someone immediately I am shaking with rage I offered to hate check my bag and Derrick bussey treated me,Flight Attendant Complaints
is okay for u Cancelled Flight change a flight when good u but you cant logistically figure out what do when a plane comes in on time,Cancelled Flight
Thanks but when I asked for a change with no cost for you the only desition was nade by computer Now is Late Flight,Customer Service Issue
if you actually cared about what you did it would be one thing Sounds like you dont like being told how lousy your service is,Customer Service Issue
you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there minutes before,Late Flight
cust svc just let it slip that previous cust svc lied to me about supervisors amp corporate ph to change a tix No thx,Customer Service Issue
please fix your reservations phone system The weatherbackup could not possibly be bad for days goodgriefpeople,Customer Service Issue
I have a flight voucherconfirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems Pls help,Flight Booking Problems
Rock hit the plane In a delay now Never an easy day with US Airways Ya never fail to let me down,Late Flight
just an FYI Ill be writing registered letters your ceo and those down the line the shameful treatment and reactions we got,Customer Service Issue
you guys Cancelled Flightled two of my flights yesterday and I checked the bag to Huntsville and it went missing in Philly,Lost Luggage
customer service failure aside one would think you guys would care about inaccurate manifests Im sure TSA would,Customer Service Issue
I find it funny that responds but you dont Your customer service is the worst wedontcarebecauseyoupaidalready,Customer Service Issue
I get some bs from a guy at the door says door closes minutes before it backs out Yet I know for a fact it was people short,Flight Attendant Complaints
our flight was rebooked with you and we want to change our seats or upgrade to st class Can you help Phones are down,Customer Service Issue
I need to speak with a customer service agent today between pm I had an unfortunate incident of discrimination today,Bad Flight
slowest baggage claim ever,Lost Luggage
Dont blame it on weather Rep at counter cost me entire day not weather Printed Boarding Pass too Late Flight TakeResponsibility,Late Flight
delays due to refueling are out of your control If thats true I never want to fly US Airways again,Late Flight
how about now getting us the rest of our bags please We only received of Can you help with that,Lost Luggage
im trying to get my dads wheelchair and no one is answering at Dulleswe have tried to call back onmultiple times,Customer Service Issue
US Feb Arrive hrs Late Flight checked car seat missing No replacement available Has yet to arrive more than hours Late Flightr,Late Flight
you guys lost my luggage,Lost Luggage
US Feb Kim Y says leaving on minutes once paperwork is done Wheels up hours Late Flightr,Late Flight
US Feb Hour on plane when US Airways representative Kim Y enters deteriorating picture Unhelpful with no assurances,Customer Service Issue
thnk you for responseall flights were full couldnt get out until tmrw had to Cancelled Flight and go wother airline,Cancelled Flight
US Feb Ground power shorts again for the third time Weary German passenger deplanes Makes me jealous Auf wiedersehen,Late Flight
thanks but the bags are only of what went wrong hours from DCA to SAN when there were no weather issues is not acceptable,Late Flight
How can I speak to a human Need find bag delayed Website and are telling me different things Got hung up on x,Customer Service Issue
US One water run of the planets smallest water bottles Applaud you looking out for the environment,Bad Flight
US Nope not getting off hours in the plane pilot announcements One water run of the planets smallest water bottles,Late Flight
US Uh oh no gate Now truck will come to us,Long Lines
I spent an hour on the phone with them and got no where at all,Customer Service Issue
US then lost ground power three different times Not only grounded endlessly now without air lights entertainment,Bad Flight
US pilot started the flight by announcing arrival into Gatwick not Heathrow Moments of concern for all aboard,Flight Attendant Complaints
US stated their issues as no one around to close said door More strange Now were not hearing from pilot for long periods,Customer Service Issue
Seat D on Flight last night is the worst seat Ive ever been in No leg room dividendsmember,Bad Flight
One of your workers was very rude with us We can tell you in DM cuz it wont be any good publicity,Flight Attendant Complaints
US stated their issues as plane not moving as cargo door open on plane Umm ok A little strange,Late Flight
my flight is delayed so I missed my connecting flight Stuck in Philadelphia over night and no hotel voucher Thanks for nothing,Late Flight
can I speak to a human with some compassion I wrote an email to discuss my experience and received a generic sorry email back,Customer Service Issue
take a look at All F seats filled so someone upgraded their friend instead of following rules,Bad Flight
back in line at terminal because phone guy couldnt help One person in front of me min wait again,Customer Service Issue
So you understand why Im resorting to Twitter No help available at gate while this occurred or by phone afterward,Customer Service Issue
going to miss my connection due to another tarmac delay on US then need a flight home today please,Late Flight
whats the deal with flight from DCA to PHL We boarded on time left the gate a few mins Late Flight and are now sat on Tarmac,Late Flight
stranding a student trying to get to Birmingham in CLT overnight wo any help You can do better than that,Late Flight
really need help asap so please make it quick Thx,Customer Service Issue
well that is not going to help Ivebeen on hold over hrs amp my client wants his ff nbr in the record hes elite wAA,Customer Service Issue
hi You lost my fathers wheelchair Every time we call we just get voicemail My dad needs it to go home Please DM me,Lost Luggage
segments delayed Gnv gt CTL CTL gt JAN JAN gt CTL CTL gt GNV My year off from flying with you guys was the way to go,Late Flight
is charging me to NOT take my flight Lol That is the last time I fly with them,Cancelled Flight
yes It says bag is being delivered The local number says Not Open Asked main for cust service got hung up on,Lost Luggage
Row flight today if youre looking for specifics I can run to Home Depot for the WD you if you need,Bad Flight
seriously buy some WD for A operating flight from GEG to Phoenix Every seat squeaks w every shift Still on ground,Late Flight
why let passengers on board when there was an issue Over an hour amp the pilot doesnt know when well leave,Late Flight
anyone there to help Still on hold,Customer Service Issue
site shows ontime but FlightAware site shows delayed Trying to decide if I get out in this ice to catch FLT to PHX,Late Flight
is the absolute worst airline women were inconvenienced due to maintenance issues Stuck all over no care given,Customer Service Issue
flights amp customer relations are extremely disappointing Faced too many problems to type apology towards a flight A JOKE,Customer Service Issue
sitting here in PHL with all of your rude Customer Service Agents,Customer Service Issue
Can flight get the paperwork inputted We should have taken off an hour sittingontheplane hungry,Late Flight
now on hold with customer care Wonder if someone will pick up the phone before pm,Customer Service Issue
when will FLT get a gate at DEN Over minutes waiting with no information,Late Flight
lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents Thanks a lot Asha at DCA,Flight Booking Problems
your delayed flight out of Wilmington made me miss my flight out of Charlotte Figure out how to take off and arrive on time,Late Flight
usually sorry doesnt involve moving people to middle seats and removing them from upgrade lists Guess thats a club perk,Bad Flight
dont worry Used own initiative and arriving much earlier than you planned for me,Late Flight
horrible service wrong plane arrived many confirmed passengers could not get on flight we paid for due to lack of seats flight,Bad Flight
booked flight mnth ago seat CONFIRMED small plane arrived and was not allowed to board bcs no seat horrible service,Customer Service Issue
Very frustrated checked bag in Logan was not given a luggage ticketnow luggage is lost amp no ownership from,Lost Luggage
Aye and nothing to do with an automated system which doesnt work properly Anyway got through to somebody,Customer Service Issue
now my rebooked connection is delayed,Late Flight
I am in meetings in California and have no luggage,Lost Luggage
And the number your agent gave me to call says you are not open And the main number goes to a computer saying it is delivered,Customer Service Issue
any way to get your call center to answer for a OneWorld award Whenever try system says too busy and disconnect or endless hold,Customer Service Issue
Why did you put my luggage on the plane after mine Then not deliver it to me like you said Now show the claim as closed online,Lost Luggage
takes my money at once but then requires to days to process a refund Why does your auto attendant hang up usairwaysfail,Customer Service Issue
how long for a reply,Customer Service Issue
Who intentionally buys a flight with a hour layover And what kind of airline would charge to fix it Wow usairways,Customer Service Issue
how do I get a hold of customer service Ive called multiple times amp have been on hold for mins only to have to hang up,Customer Service Issue
is there a or a time bracket I can call to fix this problemIve been attempting to fix this contact information issue for days,Customer Service Issue
I called the number and they said no one is available to take my callguys this is insane,Customer Service Issue
Cant book a flight online or over the phone Your customer service is usually great anything you can do to help,Customer Service Issue
was the worst experience Ive ever had flying Rude delays Cancelled Flightlations lack of updates and wasting our time,Cancelled Flight
called x amp it says high call volumes call back At a minute for international calls is there any way someone can contact me,Customer Service Issue
grrrrrrrr Couldnt book a flight via calling either,Customer Service Issue
delayed connection missed now extended layover how about a lounge pass for PHL,Late Flight
Another twist in the plot Took off from Miami then had to return due to a unsecured cargo door most stressful vacation ever,Late Flight
When I check online it states status closed What does this mean As I have yet been able to reach a live person,Customer Service Issue
Your system is affected by the weather,Customer Service Issue
how do you get your aa frequent flyer number to appear in a USAir reservation Frustrating,Customer Service Issue
Im unable to check in for flight BOSDCA and havent heard if flight was Cancelled Flightedrescheduled Any updates,Customer Service Issue
You Make the Reservation Well Make the Excuses usairwaysfail,Customer Service Issue
I listed my baggage claim number Have them call me my number is on the ticket I had to use Lady Speed Stick this morning,Lost Luggage
Another dead end They only handle AA LampF They gave me the same failed I already had VM full lost,Lost Luggage
Houston Gate customer Service needs to treat people with respect There are hardly people waiting chillpill usairwaysfail,Flight Attendant Complaints
whats going on with your website amp mobile app Help,Flight Booking Problems
That is the height of rudeness and without question the worst customer service I have ever experienced,Customer Service Issue
I NEED TO SPEAK TO SOMEBODY ABOUT A RESERVATION As in talk to a human being Yet your computer system puts the phone down on,Customer Service Issue
Premier provider of missed connections usairwaysfail,Bad Flight
Im sure the people are working very hard but the systems should assist with IVR prompting offering call backs hold wait times,Customer Service Issue
thanks for a subpar travel experience and its not even over yet stepitup,Bad Flight
is struggling had me on hold for minutes kicked me back to the start then said they couldnt handle the amount of calls,Customer Service Issue
no you call me,Lost Luggage
they told me to call back Late Flightr,Lost Luggage
i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week,Flight Booking Problems
I cant make it to airport roads are to bad in DFW and no one is answering the phones and the website is downHow do I reschedule,Customer Service Issue
Pilot pleads to let boarding begin for full flight while waiting for th flight attendant Denied by mission control Grrrr,Late Flight
website isnt working and I cant talk to any on the phone to check flight status out of dfw Roads are awful and cant get there,Customer Service Issue
rebooked for Tuesday Arriving too Late Flight for on Tuesday to start the class Cancelled Flightled the trip,Cancelled Flight
If my flight is going to be Cancelled Flightled every week I might as well be in business class,Cancelled Flight
DCABOS Cancelled Flightled after making us wait over an hour If I fly USAir every week can you upgrade my status proactively,Cancelled Flight
congrats on treating your customers the worst way possible I know plenty of other ppl who have had horrible experience w you too,Customer Service Issue
Going to Manchester UK now im going to miss a wedding You going to rebook that too Why have you chosen to Cancelled Flight my flight,Cancelled Flight
if you DM me we can take this offline Would love more info on location of lost bags Any help is appreciated,Lost Luggage
thanx but this isnt my first rodeo Done amp done yesterday No results or comm unless u count status bags lost amp claim filed,Lost Luggage
can you give me a for US Air in philly to talk to a real person Acarlcom,Customer Service Issue
would have been nice to be offered in flight credit Especially since Im staring at empty overhead room,Bad Flight
or how about power outlets at your seat if youre gonna keep us siting here forever,Late Flight
I would appreciate a call regarding a HORRIBLE experience I had with a gate agent Was on hold for min and then hung on me,Customer Service Issue
What is going on with flight from PHL to PHX mins to estimated departure nobody has board and no update,Late Flight
but my bag is still missing,Lost Luggage
Seriously doubt that as I am still sitting inside at the gate,Late Flight
Customer service is dead Last wk flts delayedCancelled Flighted Bags lost days Last nt flt delayedCancelled Flighted No meal voucher,Customer Service Issue
flight US from RICDFW was Cancelled Flightled yesterday amp I was on hold w cust service from pm EST hours no answer,Cancelled Flight
call the number listed sure by next Friday I should get a real live person on the line,Customer Service Issue
thanks for Cancelled Flighting flight today Now missing required training Not a happy customer,Cancelled Flight
days in a row not buying it I suggest you review your policy w respect to unaccompanied minors should have had a seat on Sun,Cancelled Flight
ok the app doesnt seem to be working just use the mobile site,Flight Booking Problems
Wife and I flew to Italy recently Bought tickets via Finnair flights operated by USAir Didnt get dividend miles credited,Flight Booking Problems
hour delay phomia your airline is bad and getting worse Foolish for american to merge You treat your customers like crap,Late Flight
hours Late Flightr still no email work supervisor needs documentation to approve last minute vacation day request,Customer Service Issue
hours on hold got rebooked on a new flight yesterday I asked for a new itineraryconfirmation email to be sent,Customer Service Issue
heres to sitting on hold for hrs flight Cancelled Flighted and they disconnect twice fendurself stranded diverted,Cancelled Flight
Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today explain,Cancelled Flight
your phone system is not working at all I have been bumped again so now I am at times I need to get out of mco,Flight Booking Problems
no my flight plans have been delayed until tuesday due to your computer crash,Late Flight
from PHL to BGM I cannot believe this has happened x in under two weeks,Late Flight
maam the doors close mins prior to departure but I was here mins before laughter from the agents,Bad Flight
at am after the plane left why were there no agents and why were the doors closed so early,Flight Attendant Complaints
I called more than times to redeem mile points and cant get through You advertise the miles but make them very hard to use,Customer Service Issue
I need to speak with a live person Ive had it with the recordings I was told on Sat that wed have our luggage by yest,Lost Luggage
thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed Cincy to Miami in hrs fast,Late Flight
getting extremely frustrated w the phoneonline service for merging frequent flyer miles,Customer Service Issue
already spent mins today handling this for my minor child Shame on you for treating a year old girl like this,Customer Service Issue
First the pilot was Late Flight now its maintenance This is EXACTLY what happened two weeks ago Unacceptable,Late Flight
i have never been treated so poorly by an airline in my life as a military family we do alot of flying,Flight Attendant Complaints
Burned a lot of time and cell minutes working through this flight issue hopefully we fly home in the morning,Customer Service Issue
you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,Customer Service Issue
i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now,Cancelled Flight
Ive been on hold for minutes and counting unacceptable,Customer Service Issue
Discovered our flight was Cancelled Flightled yesterday at PM finally notified us our flight was Cancelled Flighted at AM,Cancelled Flight
Will tweet all day until I get a live cust rep I will make sure the world knows you dont care about your customers health,Customer Service Issue
Decided to be a good sport and give you guys another shot Flight delayed Again,Late Flight
on hold for hours yesterday wo speaking to an agent on hold again w phones mins let the bashing begin,Customer Service Issue
please fix the very unproductive check in process at check in stations and people working them What a total mess,Long Lines
Thank you The website crashing for me,Customer Service Issue
On hold hrs after my flight was Cancelled Flightled amp Anthony was beyond rude and not helpful theyre weighing you down,Cancelled Flight
Will the nightmare ever end Just found out our flight today is delayed due to ground handling delays affecting a prior flight,Late Flight
first luggage got stuck in a different city now I get them back today amp one of your employees stole a pair of gloves from me,Lost Luggage
sure knows how to pamper customers they strand abroad badcustomerservice fendyourself youareonyourown,Customer Service Issue
Can you help me with a refund the phone guy couldnt help The website wont let me submit a reply,Customer Service Issue
We take Late Flight to a whole new level,Late Flight
Seriously This is ridiculous I shouldnt have to wait a hour for my luggage after I land wtf,Lost Luggage
Why are we waiting min so far for our luggage wannagohome,Lost Luggage
the only time I tweet is to tell you how horrible youre attendants are Flight to LGA I feel in jail,Flight Attendant Complaints
hello Anyone there,Customer Service Issue
forced sections and to check their carry on would have packed differently to check my bag Why even allow it pissed,Customer Service Issue
Raleigh to Chicago and no firstclass upgrade Must be flying AA the screw USAir Elite after we bailed them out Airline,Bad Flight
flt hrs Late Flight baggage more hr Now I see they delivered my suitcase wet inside amp out NotHappy,Late Flight
then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight,Customer Service Issue
so she has to take a Late Flightr flight booked by her corporate Disney travel dept as your agent offered little help,Customer Service Issue
your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,Customer Service Issue
as the employee responsible for social media content yes u probably do care however the actions from last night say otherwise,Customer Service Issue
Flight gets in minutes early and all goodwill gone when bags arent here minutes Late Flightr,Lost Luggage
wow awful customer service,Customer Service Issue
How many agents do you have working to handle the thousands of calls,Customer Service Issue
flight is delayed so will miss connecting flight can you please help with alternate Thank you,Late Flight
three hour wait and counting waiting for reservations on the phone Are you serious,Customer Service Issue
What a mess caused by the computer systems Flight in hours Late Flight and now no gate for us Est min wait,Late Flight
Storm or no storm your customer service is a joke hour wait time to speak to someone I will never fly your airline again,Customer Service Issue
you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago Please contact me,Lost Luggage
pls get me back to Tallahassee no one should ever have to be stranded in Gainesville for this long,Late Flight
Finally got ahold of an Agent after another hour Thanks for the follow up Recommend a call back feature,Customer Service Issue
not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,Late Flight
cannot add my frequent flyer number on your website Can you help,Flight Booking Problems
how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems,Customer Service Issue
Please dont trivialize me This is a joke not a slow day or slow experience,Customer Service Issue
And how do you only have agent at PHX customer service desk when an hour ago the line was over people long,Long Lines
sorry doesnt help Its midnight PST How in the hell am I still on hold after minutes on customer service line,Customer Service Issue
you guys should be nice and just give your routes to jet blue and southwest At least they treat their customers properly,Customer Service Issue
theres over people in line and only one agent,Long Lines
And by the way Im planning it while Ive Ben waiting in the line at customer service in PHXfor over an hour,Customer Service Issue
and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me,Customer Service Issue
you guys are the worst airline Ive ever dealt with No notifications no keeping customers updated Terrible service,Customer Service Issue
hey guys Thanks for answering me and thanks for keeping me on hold for an hour on customer service at pm PST,Customer Service Issue
Do you have any pride in your service Any concerns for my wife and everyone else on that flight Or you just dont care,Customer Service Issue
now U horrible people say you have no where for her to sleep,Bad Flight
whos in charge of your company My wife missed her connection to CA you sent her luggage on another flight,Lost Luggage
the call hung up on me,Customer Service Issue
got this message on your site to call about my flight just gave up after being on hold for HOURS,Customer Service Issue
usairways lost a passenger today for not upholding their promise of excellent customer service,Customer Service Issue
yet again your staff in Philadelphia failed to send my luggage home with me alwayshappensthere angrytraveler,Lost Luggage
ok my th try todaygiving up at am after minute hold time terrible,Customer Service Issue
Number or email Thats the purpose of sending you a tweet,Customer Service Issue
it still says that I cant check into my flight because the information is incorrect but everything is entered correctly,Customer Service Issue
this says it was estimated to leave an hour ago it hasnt left yet so thanks for this useful information TheWorstAirline,Late Flight
your customer service is horrendous Between the way employees speak customers and their lack of care for problems with flights,Customer Service Issue
had mom sit for hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flightno compensation Ugh,Cancelled Flight
denied me standby bc of checked bag in cvg to Phl so I had to take delayed hrs Late Flightrexcept u lost bag in cvg,Lost Luggage
Ive been trying to get through to book a reservation and the system will not let me through Day ridiculous,Customer Service Issue
making folks run from gate C to A to B with NO EXPLANATION and zero carts to transfer elderly and handicap PHL,Customer Service Issue
have been waiting in an airplane for a total of hours to take off between flights todaythis usually doesnt happen,Late Flight
not given option for new flight Why cant we get a plane PHLMIA years as an eventprof this is worst travel experience ever,Cancelled Flight
doesnt let u do stand by on flight due to checked bag causing u to get in hours Late Flightr only to get to PHL amp bag didnt make it,Lost Luggage
absolutely worst experience of my life at PHL hrs failed departure gates and ZERO communication or help,Late Flight
as soon as I call customer service to speak to a representative I am disconnected,Customer Service Issue
have been trying to call customer service since pm After an hour was disconnected Spoke to no one,Customer Service Issue
give us no information and an attitude,Customer Service Issue
attendants at the gate Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,Flight Attendant Complaints
now has stranded is in Miami without updating any of the departure boards and once they Cancelled Flightled the flight there was no,Cancelled Flight
you are absolutely terrible at managing these delays Been delayed and undelayed and delayed times now AM office hours,Late Flight
have the most rude unreliable horrible company with equally rude unreliable and horrible employees Stay tuned,Customer Service Issue
flight Philly gt Mia Bwahahaha Delayed hrs were in the air mins then turned back around usairwaysfail,Late Flight
Im tired of paying for luggage amp less than stellar customer service notafanofyourmerger,Customer Service Issue
have you heard about the debacle at DCA What is happening with our New Orleans flight wewanttoknow,Late Flight
I think its a little weak sauce you have zero inflight entertainment for a hour flight from Salt Lake to Philadelphia,Bad Flight
we flew out through and into good weather when we landed another technical issue with gate improve service or lose customers,Late Flight
is stranding your customers not reFlight Booking Problems them and then not answering the phone the way you treat Platinum members,Cancelled Flight
I made a reservation online but I didnt receive any confirmation email My bank said the transaction went through Can u help,Customer Service Issue
This is the worst flying experience of my life Flight scheduled for departure at pm from Phl hrs Late Flightr guess where I am,Late Flight
any update on this flightIts more than three hours delayed Thank you,Late Flight
truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight,Late Flight
you kind of screwed my day up at least it was outbound but you did save it by stranding me in a,Late Flight
nightmare trying to get to Costa Rica from PHL today Stuck in Miami and no one answers at number,Customer Service Issue
Ummmm I think US Airs computers for hours my flight is hours Late Flight,Late Flight
comedy of errors continues We cant get into our gate there is a broken down truck in the way fail,Late Flight
Instructions say to CALL Im just doing what it said to do,Customer Service Issue
The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up,Customer Service Issue
youre really fudgin up with all these delays justwantmybed,Late Flight
Today USAir Cancelled Flightled our rescheduled flight amp did not notify us except possibly to our home phonenot helpful since we are in CO,Cancelled Flight
and I cant get through on any phones,Customer Service Issue
after hrs of trying to reach real human finally did and been on hold for hrs for out of synch reservation,Customer Service Issue
idiots took our plane amp gave it to someone else Fudgers Flight from Philly to Orlando,Bad Flight
Missed flight Rude CSR No flight till Tuesday No answer on twitter Help me out with a RT youre my only hope,Cancelled Flight
delayed hours trying to get to give us an update please,Late Flight
always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,Customer Service Issue
just passed the hour mark onholdwith you for THIS call Gave up after this morning,Customer Service Issue
What is with your lost amp found My wife lost her phone in Philly amp followed your web instructions to call an No answer,Customer Service Issue
have dinner reservations in a few minutes and Ive been trying to get through to you since BREAKFAST onholdwith,Late Flight
CLT please send more than one cust svc rep to your cust svc counter to assist a line out the door,Customer Service Issue
help Ive been on hold for almost two hours Trying get home,Customer Service Issue
please call Late Flightr is not acceptable but neither is being on hold for hrs onholdwith,Customer Service Issue
been sitting at gate for over min on us What gives,Long Lines
I wouldnt need to wait on hold for hours if your website worked correctly please respond,Customer Service Issue
how do I get an answer to my question Holding for hours after x getting your message just said you arent taking calls,Customer Service Issue
why the hell did you overbook a plane when you knew people actually had seat assignments inept uncaring piss poorplanning,Bad Flight
worst service at Reagan Int I rarely post about a company or service but I am so annoyed Not weather reLate Flightdincompetence,Flight Attendant Complaints
been on hold for more than hours this after not getting through after hours on hold this morning with no answer help,Customer Service Issue
So farmy phone wait time is longer than s Oscars coverage WhatCustomerService,Customer Service Issue
Chairman Preferred with lifetime miles What is my US Air reward no firstclass upgrades on as usual,Flight Booking Problems
minute delay for take off and minute wait for checked bags Really,Late Flight
Ive been on hold for minutes This is terrible customer service You messed up my reservation,Customer Service Issue
why wont you help me get my luggage back Im a teen trying to change the world in DC Flight usairways,Lost Luggage
Southern Hospitality luggage delivery service from SAV is AWFUL Great delivering empty promises but not luggage hrsampwaiting,Lost Luggage
st flight with US Air Plane had mechanical issues Wait minutes for help from customer service No help from management,Customer Service Issue
flight missed due to mech issue No food voucher transported to different airport no rental reimbursement,Late Flight
we dont control your stupidity in not having room to have a plane come in You better not mess with us now,Late Flight
flights AND delayed for crew availability What gives Im getting to TPA hrs past my scheduled arrival,Late Flight
how is it that the airport DCA and the airline mess up our flights but also will not cover our hotel costs At DCA for hrs,Late Flight
in line for min after mechanical issues caused me to miss my flight rep for upset people,Long Lines
Can someone please answer my call I have been waaaaaaiting,Customer Service Issue
is holding my luggage hostage from flight,Lost Luggage
Ive been trying to set up my phone interview for days and hoping the position wont be filled because the link doesnt work,Customer Service Issue
US AIRWAYS DONT CARE FOR CUSTOMERS Worst experience today with US airways Myself wife and toddler,Customer Service Issue
your rude staff said I dont care that we are out of market place food youre going on vacation and I have to work nice huh,Flight Attendant Complaints
got off stand by list and on earlier flight to DCA What is the status of my checked bag Was supposed to be on thanks,Lost Luggage
why does this flight keep getting delayed Late Flightr and Late Flightr,Late Flight
I have contacted them but only got an automated response that wont give me the code,Customer Service Issue
Really a letter that says you will discuss serving drunks more drinks that doesnt help the current situation,Flight Attendant Complaints
so does that mean that you might care about my sister be assaulted on one of your flights,Bad Flight
on top of that a dozen ppl missed connections and you have ONE person at customer service Abysmal,Customer Service Issue
how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,Customer Service Issue
your service at PHL is abysmal An hour on the runway waiting for a gate no information anywhere missed my connection abysmal,Customer Service Issue
worst customer service ever how can you let people be assaulted on your flights and do nothing about it,Customer Service Issue
Not providing pilots for your flights is this a new feature of your merger efficencies,Flight Attendant Complaints
so I guess you are ok with people being sexually assaulted on your flights nice customer service,Customer Service Issue
PLEASE HELP need our plane to wait to go to ELMIRA on Tarmac over an hr baggage took and still not here thru customs,Bad Flight
USAIR has returned to PHL due to issues with the fire detectors What happens next,Bad Flight
ur specialist said they would talk to the stewardess about not serving drunks drinks REALLY how does that help,Customer Service Issue
what is wrong in Boston Why are only your plains not leaving tonight Son needs to get back to state college PA,Late Flight
over two hours on hold to talk to an agentthen it disconnects me been trying for two days Wtf Hire some CSRs u make now,Customer Service Issue
so you dont have a pilot now for clt ord for at least another hour Why on earth would you board the plane Makes no sense,Late Flight
flight Please get us a flight plan already How is this an issue in st century,Late Flight
fail when the inbound flight arrives after the scheduled outbound departure and still on time,Late Flight
thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly istead of raleigh to philly,Cancelled Flight
rant cont To top it all off rescheduled flight to TPA at is already delayed How can they be that bad,Late Flight
Can you advise on whats happening with departure delays from CLT,Late Flight
delay and mechanical issues on both my weekend flights Ridiculous Will tweet as long as we are delayed,Late Flight
